openalex_id,full_name,affiliated_institution,country,research_topics,works_count,citation_count,h_index,profile_url,profile_image_url
https://openalex.org/A5018588039,Robert Bosmans,Mohammed V University,MA,Spider Taxonomy and Behavior Studies; Subterranean biodiversity and taxonomy; Venomous Animal Envenomation and Studies; Orthoptera Research and Taxonomy; Lepidoptera: Biology and Taxonomy,1103,574,10,https://openalex.org/A5018588039,
https://openalex.org/A5088488166,Yves Dauvilliers,Inserm,FR,Sleep and Wakefulness Research; Sleep and related disorders; Restless Legs Syndrome Research; Parkinson's Disease Mechanisms and Treatments; Sleep and Work-Related Fatigue,1067,38791,105,https://openalex.org/A5088488166,
https://openalex.org/A5034623450,Zahir Amoura,Centre National de la Recherche Scientifique,FR,Systemic Lupus Erythematosus Research; Histiocytic Disorders and Treatments; Vasculitis and related conditions; Sarcoidosis and Beryllium Toxicity Research; Systemic Sclerosis and Related Diseases,1058,42458,108,https://openalex.org/A5034623450,
https://openalex.org/A5042017016,Y. Benhammou,Tel Aviv University,IL,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,1052,69586,122,https://openalex.org/A5042017016,
https://openalex.org/A5058486387,P. Iengo,Centre National de la Recherche Scientifique,FR,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,1044,52365,102,https://openalex.org/A5058486387,
https://openalex.org/A5107005868,E. Hill,University of Bonn,DE,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,986,53332,113,https://openalex.org/A5107005868,
https://openalex.org/A5017763270,Souâd Benhalima,Mohammed V University,MA,Spider Taxonomy and Behavior Studies; Subterranean biodiversity and taxonomy; Venomous Animal Envenomation and Studies; Orthoptera Research and Taxonomy; Coleoptera: Cerambycidae studies,977,90,5,https://openalex.org/A5017763270,
https://openalex.org/A5050718028,T. Novák,Universidade Federal do Rio de Janeiro,BR,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,940,30391,84,https://openalex.org/A5050718028,
https://openalex.org/A5075038951,Bruno Crestani,Inserm,FR,Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis; Neonatal Respiratory Health Research; Systemic Sclerosis and Related Diseases; Pulmonary Hypertension Research and Treatments; Medical Imaging and Pathology Studies,923,28831,85,https://openalex.org/A5075038951,
https://openalex.org/A5020214490,Daniel S. Margulies,Centre National de la Recherche Scientifique,FR,Functional Brain Connectivity Studies; Mental Health Research Topics; Neural dynamics and brain function; Advanced Neuroimaging Techniques and Applications; Advanced MRI Techniques and Applications,906,37837,87,https://openalex.org/A5020214490,
https://openalex.org/A5024005264,Stéphane Girard,Institut polytechnique de Grenoble,FR,Financial Risk and Volatility Modeling; Statistical Methods and Inference; Statistical Distribution Estimation and Applications; French Urban and Social Studies; Agriculture and Rural Development Research,904,7303,44,https://openalex.org/A5024005264,
https://openalex.org/A5111927748,A. Chafaq,University of Hassan II Casablanca,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,892,81519,134,https://openalex.org/A5111927748,
https://openalex.org/A5037397919,A. Benyoussef,Mohammed V University,MA,Theoretical and Computational Physics; Magnetic and transport properties of perovskites and related materials; Advanced Condensed Matter Physics; ZnO doping and properties; Magnetic properties of thin films,853,13267,51,https://openalex.org/A5037397919,
https://openalex.org/A5107330965,M. Ouchrif,Kyushu University,JP,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,853,42044,104,https://openalex.org/A5107330965,
https://openalex.org/A5113384938,H. El Mamouni,Institute of Nuclear Physics of Lyon,FR,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena; Particle Detector Development and Performance,848,65232,109,https://openalex.org/A5113384938,
https://openalex.org/A5107852223,J. E. Derkaoui,Mohamed I University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle Detector Development and Performance; Dark Matter and Cosmic Phenomena,838,85494,134,https://openalex.org/A5107852223,
https://openalex.org/A5107917649,R. J. Atkin,University of Cape Town,ZA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,833,25706,79,https://openalex.org/A5107917649,
https://openalex.org/A5034710823,N. Zaghba,Centre Hospitalier Universitaire Ibn Rochd,MA,Pleural and Pulmonary Diseases; Infectious Diseases and Tuberculosis; Diagnosis and treatment of tuberculosis; Tuberculosis Research and Epidemiology; Asthma and respiratory diseases,810,197,7,https://openalex.org/A5034710823,
https://openalex.org/A5038641878,B. Lavraud,Centre National de la Recherche Scientifique,FR,Ionosphere and magnetosphere dynamics; Solar and Space Plasma Dynamics; Geomagnetism and Paleomagnetism Studies; Astro and Planetary Science; Earthquake Detection and Analysis,800,17169,68,https://openalex.org/A5038641878,
https://openalex.org/A5113051099,N. Yassine,Hôpital 20 Août,MA,Infectious Diseases and Tuberculosis; Pleural and Pulmonary Diseases; Diagnosis and treatment of tuberculosis; Tuberculosis Research and Epidemiology; Asthma and respiratory diseases,797,213,7,https://openalex.org/A5113051099,
https://openalex.org/A5107829259,O. Zenin,Chinese Academy of Sciences,CN,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle Detector Development and Performance; Dark Matter and Cosmic Phenomena,779,59004,123,https://openalex.org/A5107829259,
https://openalex.org/A5107882626,K. Einsweiler,Lawrence Berkeley National Laboratory,US,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle Detector Development and Performance; Dark Matter and Cosmic Phenomena,775,70856,125,https://openalex.org/A5107882626,
https://openalex.org/A5008987513,B. Hammouti,Euro-Mediterranean University of Fes,MA,Corrosion Behavior and Inhibition; Concrete Corrosion and Durability; Hydrogen embrittlement and corrosion behaviors in metals; Inorganic and Organometallic Chemistry; Electrochemical Analysis and Applications,767,22671,76,https://openalex.org/A5008987513,
https://openalex.org/A5069591541,Isabelle Arnulf,Centre National de la Recherche Scientifique,FR,Sleep and Wakefulness Research; Sleep and related disorders; Parkinson's Disease Mechanisms and Treatments; Restless Legs Syndrome Research; Obstructive Sleep Apnea Research,762,29039,90,https://openalex.org/A5069591541,
https://openalex.org/A5101459563,K. Bouaouda,Universitat de València,ES,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,748,21747,75,https://openalex.org/A5101459563,
https://openalex.org/A5054027214,Olivier Rascol,Université Toulouse III - Paul Sabatier,FR,Parkinson's Disease Mechanisms and Treatments; Neurological disorders and treatments; Botulinum Toxin and Related Neurological Disorders; Parkinson's Disease and Spinal Disorders; Genetic Neurodegenerative Diseases,729,54272,111,https://openalex.org/A5054027214,
https://openalex.org/A5089775416,Muhammad Usman Malik,TIBCO Software (United States),US,Oceanographic and Atmospheric Processes; vaccines and immunoinformatics approaches; Cold Fusion and Nuclear Reactions; Computational Physics and Python Applications; Climate variability and models,701,262,7,https://openalex.org/A5089775416,
https://openalex.org/A5036235310,José Azaña,Université du Québec à Montréal,CA,Advanced Fiber Laser Technologies; Photonic and Optical Devices; Advanced Photonic Communication Systems; Optical Network Technologies; Advanced Fiber Optic Sensors,691,13176,55,https://openalex.org/A5036235310,
https://openalex.org/A5079004605,Y. Iiyama,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",IT,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle Detector Development and Performance; Dark Matter and Cosmic Phenomena,687,38694,97,https://openalex.org/A5079004605,
https://openalex.org/A5107847746,Y. Tayalati,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,685,37067,99,https://openalex.org/A5107847746,
https://openalex.org/A5064178392,Mohamed Saadi,Mohammed V University,MA,X-ray Diffraction in Crystallography; Crystallization and Solubility Studies; Crystal structures of chemical compounds; Synthesis and biological activity; Crystal Structures and Properties,676,3104,26,https://openalex.org/A5064178392,
https://openalex.org/A5083773595,A. Zarrouk,Mohammed V University,MA,Corrosion Behavior and Inhibition; Concrete Corrosion and Durability; Hydrogen embrittlement and corrosion behaviors in metals; Electrochemical Analysis and Applications; Metal complexes synthesis and properties,669,19460,78,https://openalex.org/A5083773595,
https://openalex.org/A5111533221,H. Àfif,Hôpital 20 Août,MA,Pleural and Pulmonary Diseases; Medical Imaging and Pathology Studies; Allergic Rhinitis and Sensitization; Infectious Diseases and Tuberculosis; Asthma and respiratory diseases,666,447,9,https://openalex.org/A5111533221,
https://openalex.org/A5005831943,Gérald Guillaumet,Université d'Orléans,FR,Synthesis and Biological Evaluation; Synthesis and Reactivity of Heterocycles; Catalytic C–H Functionalization Methods; Catalytic Cross-Coupling Reactions; Crystallization and Solubility Studies,664,7987,41,https://openalex.org/A5005831943,
https://openalex.org/A5066313382,Didier Dupont,Institut National de la Recherche Agronomique,MA,Infant Nutrition and Health; Proteins in Food Systems; Protein Hydrolysis and Bioactive Peptides; Digestive system and related health; Muscle metabolism and nutrition,664,22592,60,https://openalex.org/A5066313382,
https://openalex.org/A5064465434,Christine Bodemer,Hôpital Necker-Enfants Malades,FR,Skin and Cellular Biology Research; Autoimmune Bullous Skin Diseases; Genetic and rare skin diseases.; Dermatological and Skeletal Disorders; Inflammatory Myopathies and Dermatomyositis,650,25631,75,https://openalex.org/A5064465434,
https://openalex.org/A5059308291,Yves Le Conte,Institut National de la Recherche Agronomique,MA,Insect and Pesticide Research; Insect and Arachnid Ecology and Behavior; Plant and animal studies; Bee Products Chemical Analysis; Agriculture and Rural Development Research,646,15856,68,https://openalex.org/A5059308291,
https://openalex.org/A5063742493,R. Plana,Assystem (France),FR,Radio Frequency Integrated Circuit Design; Advanced MEMS and NEMS Technologies; Microwave Engineering and Waveguides; Acoustic Wave Resonator Technologies; Semiconductor Lasers and Optical Devices,643,5605,35,https://openalex.org/A5063742493,
https://openalex.org/A5072570498,Christophe Klopp,Institut National de la Recherche Agronomique,MA,Genetic and phenotypic traits in livestock; Genomics and Phylogenetic Studies; Animal Genetics and Reproduction; Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities; Reproductive biology and impacts on aquatic species,625,21490,59,https://openalex.org/A5072570498,
https://openalex.org/A5107913062,M. El Kacimi,Cadi Ayyad University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,623,64987,112,https://openalex.org/A5107913062,
https://openalex.org/A5065171970,François Vandenesch,Université Claude Bernard Lyon 1,FR,Antimicrobial Resistance in Staphylococcus; Bacterial biofilms and quorum sensing; Bacterial Identification and Susceptibility Testing; Infective Endocarditis Diagnosis and Management; Streptococcal Infections and Treatments,622,38635,94,https://openalex.org/A5065171970,
https://openalex.org/A5114043639,Rachida Habbal,Centre Hospitalier Universitaire Ibn Rochd,MA,Cardiovascular Function and Risk Factors; Infective Endocarditis Diagnosis and Management; Cardiac Valve Diseases and Treatments; Heart Failure Treatment and Management; Cardiac Structural Anomalies and Repair,615,666,14,https://openalex.org/A5114043639,
https://openalex.org/A5059114538,Gilles Gasser,Centre National de la Recherche Scientifique,FR,Crystallization and Solubility Studies; X-ray Diffraction in Crystallography; Metal complexes synthesis and properties; Nanoplatforms for cancer theranostics; Ferrocene Chemistry and Applications,614,18896,66,https://openalex.org/A5059114538,
https://openalex.org/A5112241531,H. Benjelloun,Hôpital 20 Août,MA,Pleural and Pulmonary Diseases; Infectious Diseases and Tuberculosis; Diagnosis and treatment of tuberculosis; Tuberculosis Research and Epidemiology; Medical Imaging and Pathology Studies,610,258,9,https://openalex.org/A5112241531,
https://openalex.org/A5017219471,R. Hertenberger,Charles University,CZ,Particle physics theoretical and experimental studies; Nuclear physics research studies; Particle Detector Development and Performance; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions,609,8984,48,https://openalex.org/A5017219471,
https://openalex.org/A5107887258,R. Cherkaoui El Moursli,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle Detector Development and Performance; Dark Matter and Cosmic Phenomena,608,61518,114,https://openalex.org/A5107887258,
https://openalex.org/A5107941694,V. Ellajosyula,University of Hassan II Casablanca,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,592,18972,73,https://openalex.org/A5107941694,
https://openalex.org/A5036528950,Roland Chapurlat,Université Claude Bernard Lyon 1,FR,Bone health and osteoporosis research; Bone health and treatments; Bone Metabolism and Diseases; Hip and Femur Fractures; Bone and Joint Diseases,591,20987,77,https://openalex.org/A5036528950,
https://openalex.org/A5040446667,Armand Bensussan,Université Mohammed VI Polytechnique,MA,Immune Cell Function and Interaction; T-cell and B-cell Immunology; Cutaneous lymphoproliferative disorders research; CAR-T cell therapy research; Immunotherapy and Immune Responses,591,16915,69,https://openalex.org/A5040446667,
https://openalex.org/A5000666523,Andrea Porzionato,University of Padua,IT,Myofascial pain diagnosis and treatment; Neuroscience of respiration and sleep; Anatomy and Medical Technology; Tendon Structure and Treatment; Shoulder Injury and Treatment,590,12988,58,https://openalex.org/A5000666523,
https://openalex.org/A5050263796,Pierre Philip,Chukwuemeka Odumegwu Ojukwu University,NG,Sleep and Wakefulness Research; Sleep and related disorders; Sleep and Work-Related Fatigue; Obstructive Sleep Apnea Research; Circadian rhythm and melatonin,590,13754,63,https://openalex.org/A5050263796,
https://openalex.org/A5037644603,Zoran Gatalica,Credo Reference (United States),US,Cancer Genomics and Diagnostics; Cancer Immunotherapy and Biomarkers; Cancer and Skin Lesions; Breast Lesions and Carcinomas; Lung Cancer Treatments and Mutations,582,16046,66,https://openalex.org/A5037644603,
https://openalex.org/A5029220878,Frédéric Gosselin,Institut National de la Recherche Agronomique,MA,Face Recognition and Perception; Forest Management and Policy; Forest Ecology and Biodiversity Studies; Visual perception and processing mechanisms; French Urban and Social Studies,580,12353,50,https://openalex.org/A5029220878,
https://openalex.org/A5048634513,Y ZHANG,South China Agricultural University,CN,Plant Molecular Biology Research; Insect-Plant Interactions and Control; Soil Carbon and Nitrogen Dynamics; Plant Stress Responses and Tolerance; Plant Gene Expression Analysis,577,5,1,https://openalex.org/A5048634513,
https://openalex.org/A5084324705,Nicolás Franck,Université Claude Bernard Lyon 1,FR,"Schizophrenia research and treatment; Mental Health and Psychiatry; Health, Medicine and Society; Psychoanalysis and Psychopathology Research; Psychosomatic Disorders and Their Treatments",576,10969,52,https://openalex.org/A5084324705,
https://openalex.org/A5037253405,El Mokhtar Essassi,Mohammed V University,MA,X-ray Diffraction in Crystallography; Crystallization and Solubility Studies; Synthesis and biological activity; Synthesis and Biological Evaluation; Crystal structures of chemical compounds,570,5172,36,https://openalex.org/A5037253405,
https://openalex.org/A5054208274,Said Broumi,University of Hassan II Casablanca,MA,Multi-Criteria Decision Making; Fuzzy and Soft Set Theory; Optimization and Mathematical Programming; Advanced Algebra and Logic; Cognitive Science and Mapping,566,4685,35,https://openalex.org/A5054208274,
https://openalex.org/A5101881065,E. E. Khoda,University of Washington,US,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,565,16859,65,https://openalex.org/A5101881065,
https://openalex.org/A5008165586,Jérôme Waser,Institute of Catalysis and Petrochemistry,RU,Catalytic C–H Functionalization Methods; Oxidative Organic Chemistry Reactions; Cyclopropane Reaction Mechanisms; Crystallization and Solubility Studies; X-ray Diffraction in Crystallography,554,15343,68,https://openalex.org/A5008165586,
https://openalex.org/A5033155748,Jean‐Louis Guéant,Constructor University,DE,Folate and B Vitamins Research; Metabolism and Genetic Disorders; Porphyrin Metabolism and Disorders; Drug-Induced Adverse Reactions; Food Allergy and Anaphylaxis Research,554,15838,65,https://openalex.org/A5033155748,
https://openalex.org/A5034239187,Veronica Macchi,University of Padua,IT,Myofascial pain diagnosis and treatment; Neuroscience of respiration and sleep; Anatomy and Medical Technology; Shoulder Injury and Treatment; Tendon Structure and Treatment,554,13170,58,https://openalex.org/A5034239187,
https://openalex.org/A5052060864,Scott B. Snapper,Brigham and Women's Hospital,US,"Inflammatory Bowel Disease; Immunodeficiency and Autoimmune Disorders; Immune Cell Function and Interaction; IL-33, ST2, and ILC Pathways; Microscopic Colitis",550,33394,87,https://openalex.org/A5052060864,
https://openalex.org/A5038957747,Mohamed Chaker,Institut National de la Recherche Scientifique,CA,Laser-induced spectroscopy and plasma; Transition Metal Oxide Nanomaterials; Semiconductor materials and devices; Gas Sensing Nanomaterials and Sensors; Plasma Diagnostics and Applications,549,16538,70,https://openalex.org/A5038957747,
https://openalex.org/A5054710477,François Lefèvre,Institut National de la Recherche Agronomique,MA,Forest Management and Policy; Classical Antiquity Studies; Bioenergy crop production and management; Agriculture and Rural Development Research; French Urban and Social Studies,539,5468,38,https://openalex.org/A5054710477,
https://openalex.org/A5039292004,Amr El Abbadi,"University of California, Santa Barbara",US,Distributed systems and fault tolerance; Advanced Database Systems and Queries; Data Management and Algorithms; Advanced Data Storage Technologies; Cloud Computing and Resource Management,533,15520,63,https://openalex.org/A5039292004,
https://openalex.org/A5057324156,Mounir Ghogho,University of Leeds,GB,Advanced MIMO Systems Optimization; Cooperative Communication and Network Coding; Advanced Wireless Communication Techniques; Blind Source Separation Techniques; Distributed Sensor Networks and Detection Algorithms,532,8002,44,https://openalex.org/A5057324156,
https://openalex.org/A5025677569,Chakib Nejjari,Euro-Mediterranean University of Fes,MA,"Global Cancer Incidence and Screening; Chronic Obstructive Pulmonary Disease (COPD) Research; Healthcare Systems and Practices; Diabetes, Cardiovascular Risks, and Lipoproteins; Colorectal Cancer Screening and Detection",531,44138,52,https://openalex.org/A5025677569,
https://openalex.org/A5112238886,Driss Aboutajdine,Mohammed V University,MA,Energy Efficient Wireless Sensor Networks; Image Retrieval and Classification Techniques; Face and Expression Recognition; Remote-Sensing Image Classification; Image and Signal Denoising Methods,530,3633,24,https://openalex.org/A5112238886,
https://openalex.org/A5058425659,Taha B. M. J. Ouarda,Institut National de la Recherche Scientifique,CA,Hydrology and Drought Analysis; Hydrology and Watershed Management Studies; Climate variability and models; Hydrological Forecasting Using AI; Meteorological Phenomena and Simulations,529,17542,71,https://openalex.org/A5058425659,
https://openalex.org/A5033523155,Mohammed Bouachrıne,Université Moulay Ismail de Meknes,MA,Computational Drug Discovery Methods; Synthesis and biological activity; Organic Electronics and Photovoltaics; Conducting polymers and applications; Nonlinear Optical Materials Research,528,7695,43,https://openalex.org/A5033523155,
https://openalex.org/A5106858457,D. Goujdami,Cadi Ayyad University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,525,38041,103,https://openalex.org/A5106858457,
https://openalex.org/A5044200023,Z. Benkhaldoun,Cadi Ayyad University,MA,"Stellar, planetary, and galactic studies; Astro and Planetary Science; Astronomy and Astrophysical Research; Gamma-ray bursts and supernovae; Astrophysics and Star Formation Studies",524,14776,55,https://openalex.org/A5044200023,
https://openalex.org/A5015366139,Jean-Philippe Genêt,Centre National pour la Recherche Scientifique et Technique (CNRST),MA,Medieval Literature and History; Medieval and Early Modern Justice; European Political History Analysis; French Urban and Social Studies; Historical Studies and Socio-cultural Analysis,518,666,12,https://openalex.org/A5015366139,
https://openalex.org/A5076762854,A. S. B. Sombra,Universidade Federal de Sergipe,BR,Ferroelectric and Piezoelectric Materials; Microwave Dielectric Ceramics Synthesis; Multiferroics and related materials; Advanced Fiber Laser Technologies; Optical Network Technologies,516,9954,53,https://openalex.org/A5076762854,
https://openalex.org/A5074967283,Moses Joloba,Ministry of Health,UG,Tuberculosis Research and Epidemiology; Mycobacterium research and diagnosis; Diagnosis and treatment of tuberculosis; Infectious Diseases and Tuberculosis; HIV Research and Treatment,515,19887,66,https://openalex.org/A5074967283,
https://openalex.org/A5010900077,R. Masrour,Sidi Mohamed Ben Abdellah University,MA,Magnetic and transport properties of perovskites and related materials; Heusler alloys: electronic and magnetic properties; Theoretical and Computational Physics; Advanced Condensed Matter Physics; Magnetic properties of thin films,514,7585,45,https://openalex.org/A5010900077,
https://openalex.org/A5021024462,Thibaut Sylvestre,Centre National de la Recherche Scientifique,FR,Advanced Fiber Laser Technologies; Photonic Crystal and Fiber Optics; Optical Network Technologies; Advanced Fiber Optic Sensors; Photonic and Optical Devices,514,4469,37,https://openalex.org/A5021024462,
https://openalex.org/A5054077206,Cécile Bébéar,Centre National de la Recherche Scientifique,FR,Reproductive tract infections research; Microbial infections and disease research; Pneumonia and Respiratory Infections; Blood groups and transfusion; Syphilis Diagnosis and Treatment,489,15002,69,https://openalex.org/A5054077206,
https://openalex.org/A5023792659,N. Hajjaj‐Hassouni,International University of Rabat,MA,Rheumatoid Arthritis Research and Therapies; Spondyloarthritis Studies and Treatments; Autoimmune and Inflammatory Disorders Research; Systemic Lupus Erythematosus Research; Fibromyalgia and Chronic Fatigue Syndrome Research,488,6854,41,https://openalex.org/A5023792659,
https://openalex.org/A5054964561,Thierry Lacombe,Institut National de la Recherche Agronomique,MA,Horticultural and Viticultural Research; Fermentation and Sensory Analysis; Wine Industry and Tourism; Plant Physiology and Cultivation Studies; Agriculture and Rural Development Research,487,6542,38,https://openalex.org/A5054964561,
https://openalex.org/A5042902525,Mostafa Elachouri,Universidad Mayor de San Andrés,BO,Ethnobotanical and Medicinal Plants Studies; Essential Oils and Antimicrobial Activity; Phytochemistry and Biological Activities; African Botany and Ecology Studies; Natural product bioactivities and synthesis,482,2973,20,https://openalex.org/A5042902525,
https://openalex.org/A5031960301,Y. Tayalati,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,481,19646,50,https://openalex.org/A5031960301,
https://openalex.org/A5067970476,T. Ekelöf,Uppsala University,SE,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,481,6898,47,https://openalex.org/A5067970476,
https://openalex.org/A5074060160,R. Cherkaoui El Moursli,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,481,9444,50,https://openalex.org/A5074060160,
https://openalex.org/A5048069343,A. Aboulhorma,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,476,4555,32,https://openalex.org/A5048069343,
https://openalex.org/A5100420468,Hong Chen,École des Hautes Études Commerciales,MA,Adipose Tissue and Metabolism; Hepatitis B Virus Studies; Nuclear Receptors and Signaling; Alzheimer's disease research and treatments; Liver Disease Diagnosis and Treatment,475,22481,57,https://openalex.org/A5100420468,
https://openalex.org/A5107843611,El Mokhtar Essassi,Mohammed V University,MA,Synthesis and biological activity; Synthesis and Characterization of Heterocyclic Compounds; Crystal structures of chemical compounds; Crystallization and Solubility Studies; X-ray Diffraction in Crystallography,475,1530,17,https://openalex.org/A5107843611,
https://openalex.org/A5017276063,Ali Akhaddar,Cadi Ayyad University,MA,Spine and Intervertebral Disc Pathology; Infectious Diseases and Tuberculosis; Spinal Hematomas and Complications; Neurosurgical Procedures and Complications; Spinal Fractures and Fixation Techniques,470,2293,23,https://openalex.org/A5017276063,
https://openalex.org/A5107277973,H. Ghazlane,"National Centre for Nuclear Energy, Science and Technology",MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,470,39458,102,https://openalex.org/A5107277973,
